Team_Name,Email,TT_ID,CORE_ID,SN_ID,MOD_ID,Name_Surname,Joining_date,Floorstart_date,FTE,Title,First_Name,Last_Name,External_Email_Address,Reason_For_Leave,No_longer_working,Leaving_Date,Long_Leave_End_Date,Team_Code,Slack_Access,Agents_TL,Primary_Specialisation,Secondary_Specialisation,Third_Specialisation,HVV,Esc_Agent,Esc_Type,Market/Block,Tenured,Ticketron_link,Vinted_Link,Language_Certificate,First_Language,Second_Language,Email--dublicate,Offboarding_check,Additional_Comments,Language,Site,Partner,Tenured_Value,New_Hire
FR TN OS,name566.surname566@vinted.com,528,7173620,SN56918,7551,Name566 Surname566,2025-04-14,2025-04-28,1.00,CSR,Name566,Surname566,name566.surname566@outsourcia-group.com,,FALSE,,,05.05.02.05,FALSE,name381.surname381@vinted.com,B_Specialisation,A_Specialisation,,,,,FR,2025-06-23,https://desk.vinted.net/agents/528,https://www.vinted.fr/member/7173620,,,,FALSE,FALSE,,FR,TN,OS,TRUE,FALSE
FR MA OS,name567.surname567@vinted.com,926,8636811,SN27286,2204,Name567 Surname567,2022-09-06,2022-09-16,1.10,CSR,Name567,Surname567,name567.surname567@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name592.surname592@vinted.com,C_Specialisation,B_Specialisation,,TRUE,,,FR,2022-11-11,https://desk.vinted.net/agents/926,https://www.vinted.fr/member/8636811,TRUE,,EN_C1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name568.surname568@vinted.com,590,9316653,SN39800,6211,Name568 Surname568,2022-09-06,2022-09-16,MGMT,TL,Name568,Surname568,name568.surname568@outsourcia-group.com,,FALSE,,,05.05.02.08,TRUE,,,,,,,,,2022-11-11,https://desk.vinted.net/agents/590,https://www.vinted.fr/member/9316653,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name569.surname569@vinted.com,994,8106065,SN49224,8874,Name569 Surname569,2022-09-06,2022-09-16,1.10,CSR,Name569,Surname569,name569.surname569@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name578.surname578@vinted.com,C_Specialisation,B_Specialisation,,TRUE,,,FR,2022-11-11,https://desk.vinted.net/agents/994,https://www.vinted.fr/member/8106065,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name570.surname570@vinted.com,524,973875,SN45726,4390,Name570 Surname570,2022-09-06,,MGMT,OM,Name570,Surname570,name570.surname570@outsourcia-group.com,,FALSE,,,05.05.02.08,TRUE,,,,,,,,,,https://desk.vinted.net/agents/524,https://www.vinted.fr/member/973875,TRUE,,,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name571.surname571@vinted.com,856,702164,SN85755,9310,Name571 Surname571,2025-07-15,2025-07-15,MGMT,TR,Name571,Surname571,name571.surname571@outsourcia-group.com,Involunery,TRUE,2025-06-19,,05.05.02.08,TRUE,,,,,,,,,,https://desk.vinted.net/agents/856,https://www.vinted.fr/member/702164,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name572.surname572@vinted.com,211,10214774,SN52441,5269,Name572 Surname572,2022-09-19,2022-09-30,1.10,CSR,Name572,Surname572,name572.surname572@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2022-11-25,https://desk.vinted.net/agents/211,https://www.vinted.fr/member/10214774,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name573.surname573@vinted.com,24,2435588,SN72353,6262,Name573 Surname573,2022-09-19,2022-09-30,1.10,CSR,Name573,Surname573,name573.surname573@outsourcia-group.com,Voluntery,TRUE,2025-06-22,,05.05.02.08,FALSE,name583.surname583@vinted.com,C_Specialisation,B_Specialisation,,TRUE,,,FR,2022-11-25,https://desk.vinted.net/agents/24,https://www.vinted.fr/member/2435588,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name574.surname574@vinted.com,166,8407142,SN67106,295,Name574 Surname574,2022-09-19,,MGMT,TL,Name574,Surname574,name574.surname574@outsourcia-group.com,,FALSE,,,05.05.02.08,TRUE,,,,,,,,,,https://desk.vinted.net/agents/166,https://www.vinted.fr/member/8407142,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name575.surname575@vinted.com,833,4586925,SN89125,6934,Name575 Surname575,2022-09-19,2022-09-30,1.10,CSR,Name575,Surname575,name575.surname575@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name592.surname592@vinted.com,C_Specialisation,B_Specialisation,,TRUE,,,FR,2022-11-25,https://desk.vinted.net/agents/833,https://www.vinted.fr/member/4586925,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name576.surname576@vinted.com,123,3834486,SN20018,4843,Name576 Surname576,2022-09-19,2022-09-30,1.10,CSR,Name576,Surname576,name576.surname576@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name568.surname568@vinted.com,C_Specialisation,B_Specialisation,,TRUE,,,FR,2022-11-25,https://desk.vinted.net/agents/123,https://www.vinted.fr/member/3834486,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name577.surname577@vinted.com,265,5587773,SN69785,6544,Name577 Surname577,2022-10-04,2022-10-14,1.10,CSR,Name577,Surname577,name577.surname577@outsourcia-group.com,Voluntery,TRUE,2025-07-15,,05.05.02.08,FALSE,name568.surname568@vinted.com,C_Specialisation,B_Specialisation,,TRUE,,,FR,2022-12-09,https://desk.vinted.net/agents/265,https://www.vinted.fr/member/5587773,TRUE,,EN_C1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name578.surname578@vinted.com,316,1717429,SN26231,1759,Name578 Surname578,2022-10-04,2022-10-14,MGMT,TL,Name578,Surname578,name578.surname578@outsourcia-group.com,,FALSE,,,05.05.02.08,TRUE,,,,,,,,,2022-12-09,https://desk.vinted.net/agents/316,https://www.vinted.fr/member/1717429,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name579.surname579@vinted.com,418,4931377,SN92225,856,Name579 Surname579,2022-10-04,2022-10-14,1.10,CSR,Name579,Surname579,name579.surname579@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,C_Specialisation,B_Specialisation,,TRUE,,,FR,2022-12-09,https://desk.vinted.net/agents/418,https://www.vinted.fr/member/4931377,TRUE,,EN_C1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name580.surname580@vinted.com,32,6358735,SN16279,190,Name580 Surname580,2022-10-05,2022-10-17,1.10,CSR,Name580,Surname580,name580.surname580@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name592.surname592@vinted.com,C_Specialisation,B_Specialisation,,,,,FR,2022-12-12,https://desk.vinted.net/agents/32,https://www.vinted.fr/member/6358735,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name581.surname581@vinted.com,888,7074409,SN19656,4193,Name581 Surname581,2022-10-17,2022-10-24,1.10,CSR,Name581,Surname581,name581.surname581@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2022-12-19,https://desk.vinted.net/agents/888,https://www.vinted.fr/member/7074409,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name582.surname582@vinted.com,589,6122612,SN38217,2405,Name582 Surname582,2022-10-17,2022-10-24,1.10,CSR,Name582,Surname582,name582.surname582@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2022-12-19,https://desk.vinted.net/agents/589,https://www.vinted.fr/member/6122612,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name583.surname583@vinted.com,322,4646069,SN25510,2601,Name583 Surname583,2022-10-31,2022-11-07,MGMT,TL,Name583,Surname583,name583.surname583@outsourcia-group.com,,FALSE,,,05.05.02.08,TRUE,,,,,,,,,2023-01-02,https://desk.vinted.net/agents/322,https://www.vinted.fr/member/4646069,TRUE,,EN_C1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name584.surname584@vinted.com,429,6509340,SN21099,2619,Name584 Surname584,2022-10-31,2022-11-07,1.10,CSR,Name584,Surname584,name584.surname584@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2023-01-02,https://desk.vinted.net/agents/429,https://www.vinted.fr/member/6509340,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name585.surname585@vinted.com,317,7972531,SN32296,4168,Name585 Surname585,2022-10-31,2022-11-07,1.10,CSR,Name585,Surname585,name585.surname585@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2023-01-02,https://desk.vinted.net/agents/317,https://www.vinted.fr/member/7972531,TRUE,,EN_C1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name586.surname586@vinted.com,597,452135,SN46300,6853,Name586 Surname586,2022-10-31,2022-11-07,1.10,CSR,Name586,Surname586,name586.surname586@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name568.surname568@vinted.com,C_Specialisation,B_Specialisation,,TRUE,,,FR,2023-01-02,https://desk.vinted.net/agents/597,https://www.vinted.fr/member/452135,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name587.surname587@vinted.com,762,10410151,SN46890,2567,Name587 Surname587,2022-10-31,2022-11-07,1.10,CSR,Name587,Surname587,name587.surname587@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name578.surname578@vinted.com,C_Specialisation,B_Specialisation,,,,,FR,2023-01-02,https://desk.vinted.net/agents/762,https://www.vinted.fr/member/10410151,TRUE,,EN_C1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name588.surname588@vinted.com,498,8255138,SN68945,3658,Name588 Surname588,2022-10-31,2022-11-07,1.10,CSR,Name588,Surname588,name588.surname588@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name568.surname568@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2023-01-02,https://desk.vinted.net/agents/498,https://www.vinted.fr/member/8255138,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name589.surname589@vinted.com,696,1592243,SN42783,6886,Name589 Surname589,2022-12-12,2022-12-19,1.10,CSR,Name589,Surname589,name589.surname589@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name592.surname592@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2023-02-13,https://desk.vinted.net/agents/696,https://www.vinted.fr/member/1592243,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name590.surname590@vinted.com,462,1948034,SN36992,3261,Name590 Surname590,2022-12-12,2022-12-19,1.10,CSR,Name590,Surname590,name590.surname590@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name592.surname592@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2023-02-13,https://desk.vinted.net/agents/462,https://www.vinted.fr/member/1948034,TRUE,,,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name591.surname591@vinted.com,889,9439627,SN66168,8479,Name591 Surname591,2022-12-12,2022-12-19,1.10,CSR,Name591,Surname591,name591.surname591@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name592.surname592@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2023-02-13,https://desk.vinted.net/agents/889,https://www.vinted.fr/member/9439627,TRUE,,,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name592.surname592@vinted.com,14,1283674,SN59432,7809,Name592 Surname592,2022-11-09,2022-11-11,MGMT,TL,Name592,Surname592,name592.surname592@outsourcia-group.com,,FALSE,,,05.05.02.08,TRUE,,,,,,,,,2023-01-06,https://desk.vinted.net/agents/14,https://www.vinted.fr/member/1283674,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name593.surname593@vinted.com,88,9648688,SN85814,6910,Name593 Surname593,2022-12-12,2022-12-23,1.10,CSR,Name593,Surname593,name593.surname593@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name583.surname583@vinted.com,B_Specialisation,C_Specialisation,,TRUE,,,FR,2023-02-17,https://desk.vinted.net/agents/88,https://www.vinted.fr/member/9648688,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name594.surname594@vinted.com,689,3434669,SN40092,7150,Name594 Surname594,2022-12-12,2022-12-23,MGMT,QL,Name594,Surname594,name594.surname594@outsourcia-group.com,,FALSE,,,05.05.02.08,TRUE,,,,,,,,,2023-02-17,https://desk.vinted.net/agents/689,https://www.vinted.fr/member/3434669,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name595.surname595@vinted.com,920,3498127,SN05388,9125,Name595 Surname595,2022-12-12,2022-12-23,1.10,CSR,Name595,Surname595,name595.surname595@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,C_Specialisation,B_Specialisation,,TRUE,,,FR,2023-02-17,https://desk.vinted.net/agents/920,https://www.vinted.fr/member/3498127,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name596.surname596@vinted.com,144,1285027,SN45947,2827,Name596 Surname596,2022-12-12,2024-07-29,MGMT,BM,Name596,Surname596,name596.surname596@outsourcia-group.com,Involunery,TRUE,2025-07-08,,05.05.02.08,TRUE,,,,,,,,,2024-09-23,https://desk.vinted.net/agents/144,https://www.vinted.fr/member/1285027,,,,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name597.surname597@vinted.com,319,5736678,SN88340,9569,Name597 Surname597,2024-07-15,2024-07-29,1.10,CSR,Name597,Surname597,name597.surname597@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,C_Specialisation,B_Specialisation,,,,,FR,2024-09-23,https://desk.vinted.net/agents/319,https://www.vinted.fr/member/5736678,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name598.surname598@vinted.com,115,10247228,SN01796,886,Name598 Surname598,2024-07-15,2024-07-29,1.10,CSR,Name598,Surname598,name598.surname598@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name578.surname578@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-09-23,https://desk.vinted.net/agents/115,https://www.vinted.fr/member/10247228,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name599.surname599@vinted.com,120,7919524,SN66700,8897,Name599 Surname599,2024-07-15,2024-07-29,MGMT,QL,Name599,Surname599,name599.surname599@outsourcia-group.com,,FALSE,,,05.05.02.08,TRUE,,C_Specialisation,B_Specialisation,,,,,,2024-09-23,https://desk.vinted.net/agents/120,https://www.vinted.fr/member/7919524,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name600.surname600@vinted.com,93,6762449,SN23270,553,Name600 Surname600,2024-07-15,2024-07-29,MGMT,QL,Name600,Surname600,name600.surname600@outsourcia-group.com,,FALSE,,,05.05.02.08,TRUE,,,,,,,,,2024-09-23,https://desk.vinted.net/agents/93,https://www.vinted.fr/member/6762449,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name601.surname601@vinted.com,320,4866226,SN89417,1870,Name601 Surname601,2024-07-15,2024-07-29,1.10,CSR,Name601,Surname601,name601.surname601@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,C_Specialisation,B_Specialisation,,,,,FR,2024-09-23,https://desk.vinted.net/agents/320,https://www.vinted.fr/member/4866226,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name602.surname602@vinted.com,494,6005904,SN31776,5065,Name602 Surname602,2024-07-15,2024-07-29,1.10,CSR,Name602,Surname602,name602.surname602@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name578.surname578@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-09-23,https://desk.vinted.net/agents/494,https://www.vinted.fr/member/6005904,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name603.surname603@vinted.com,518,5620228,SN19069,2161,Name603 Surname603,2024-07-15,2024-07-29,1.10,CSR,Name603,Surname603,name603.surname603@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name568.surname568@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-09-23,https://desk.vinted.net/agents/518,https://www.vinted.fr/member/5620228,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name604.surname604@vinted.com,687,8212638,SN99218,1788,Name604 Surname604,2024-07-15,2024-07-29,1.10,CSR,Name604,Surname604,name604.surname604@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name578.surname578@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-09-23,https://desk.vinted.net/agents/687,https://www.vinted.fr/member/8212638,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name605.surname605@vinted.com,345,10407350,SN39288,3040,Name605 Surname605,2024-08-19,2024-09-02,1.10,CSR,Name605,Surname605,name605.surname605@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name578.surname578@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-10-28,https://desk.vinted.net/agents/345,https://www.vinted.fr/member/10407350,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name606.surname606@vinted.com,909,7665234,SN18864,7366,Name606 Surname606,2024-08-19,2024-09-02,1.10,CSR,Name606,Surname606,name606.surname606@outsourcia-group.com,Voluntery,TRUE,2025-06-19,,05.05.02.08,FALSE,name592.surname592@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-10-28,https://desk.vinted.net/agents/909,https://www.vinted.fr/member/7665234,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name607.surname607@vinted.com,487,4063484,SN21883,5132,Name607 Surname607,2024-08-19,2024-09-02,MGMT,QL,Name607,Surname607,name607.surname607@outsourcia-group.com,,FALSE,,,05.05.02.08,TRUE,name578.surname578@vinted.com,B_Specialisation,C_Specialisation,,,,,,2024-10-28,https://desk.vinted.net/agents/487,https://www.vinted.fr/member/4063484,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name608.surname608@vinted.com,810,7166340,SN87500,7111,Name608 Surname608,2024-08-19,2024-09-02,1.10,CSR,Name608,Surname608,name608.surname608@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name583.surname583@vinted.com,C_Specialisation,B_Specialisation,,,,,FR,2024-10-28,https://desk.vinted.net/agents/810,https://www.vinted.fr/member/7166340,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name609.surname609@vinted.com,942,10153894,SN24123,6132,Name609 Surname609,2024-08-19,2024-09-02,1.10,CSR,Name609,Surname609,name609.surname609@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name568.surname568@vinted.com,C_Specialisation,B_Specialisation,,,,,FR,2024-10-28,https://desk.vinted.net/agents/942,https://www.vinted.fr/member/10153894,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name610.surname610@vinted.com,670,3753225,SN68160,7547,Name610 Surname610,2024-08-19,2024-09-02,1.10,CSR,Name610,Surname610,name610.surname610@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name583.surname583@vinted.com,C_Specialisation,B_Specialisation,,,,,FR,2024-10-28,https://desk.vinted.net/agents/670,https://www.vinted.fr/member/3753225,TRUE,,EN_C1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name611.surname611@vinted.com,936,9024221,SN43983,9096,Name611 Surname611,2024-08-19,2024-09-02,1.10,CSR,Name611,Surname611,name611.surname611@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name568.surname568@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-10-28,https://desk.vinted.net/agents/936,https://www.vinted.fr/member/9024221,,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name612.surname612@vinted.com,919,5641448,SN48814,7800,Name612 Surname612,2024-08-19,2024-09-02,1.10,CSR,Name612,Surname612,name612.surname612@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name578.surname578@vinted.com,C_Specialisation,B_Specialisation,,,,,FR,2024-10-28,https://desk.vinted.net/agents/919,https://www.vinted.fr/member/5641448,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name613.surname613@vinted.com,150,342768,SN03126,8534,Name613 Surname613,2024-08-19,2024-09-02,1.10,CSR,Name613,Surname613,name613.surname613@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name583.surname583@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-10-28,https://desk.vinted.net/agents/150,https://www.vinted.fr/member/342768,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name614.surname614@vinted.com,117,2627963,SN69237,6088,Name614 Surname614,2024-08-19,2024-09-02,1.10,CSR,Name614,Surname614,name614.surname614@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name592.surname592@vinted.com,C_Specialisation,C_Specialisation,,,,,FR,2024-10-28,https://desk.vinted.net/agents/117,https://www.vinted.fr/member/2627963,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name615.surname615@vinted.com,72,4018469,SN11560,3048,Name615 Surname615,2024-09-30,2024-10-08,1.10,CSR,Name615,Surname615,name615.surname615@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/72,https://www.vinted.fr/member/4018469,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name616.surname616@vinted.com,542,3374002,SN52119,2959,Name616 Surname616,2024-09-30,2024-10-08,1.10,CSR,Name616,Surname616,name616.surname616@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name568.surname568@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/542,https://www.vinted.fr/member/3374002,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name617.surname617@vinted.com,435,8841454,SN81367,9770,Name617 Surname617,2024-09-30,2024-10-08,1.10,CSR,Name617,Surname617,name617.surname617@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name574.surname574@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/435,https://www.vinted.fr/member/8841454,TRUE,,EN_B2,FALSE,TRUE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name618.surname618@vinted.com,368,2972414,SN28281,1047,Name618 Surname618,2024-09-30,2024-10-08,1.10,CSR,Name618,Surname618,name618.surname618@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name583.surname583@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/368,https://www.vinted.fr/member/2972414,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name619.surname619@vinted.com,24,5422991,SN24487,671,Name619 Surname619,2024-09-30,2024-10-08,1.10,CSR,Name619,Surname619,name619.surname619@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name583.surname583@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/24,https://www.vinted.fr/member/5422991,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name620.surname620@vinted.com,66,7986506,SN10876,3347,Name620 Surname620,2024-09-30,2024-10-08,1.10,CSR,Name620,Surname620,name620.surname620@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name578.surname578@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/66,https://www.vinted.fr/member/7986506,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name621.surname621@vinted.com,833,4924096,SN20587,8260,Name621 Surname621,2024-09-30,2024-10-08,1.10,CSR,Name621,Surname621,name621.surname621@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name592.surname592@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/833,https://www.vinted.fr/member/4924096,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name622.surname622@vinted.com,497,8934868,SN06236,6360,Name622 Surname622,2024-09-30,2024-10-08,1.10,CSR,Name622,Surname622,name622.surname622@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name583.surname583@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/497,https://www.vinted.fr/member/8934868,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name623.surname623@vinted.com,783,7425419,SN70733,5028,Name623 Surname623,2024-09-30,2024-10-08,1.10,CSR,Name623,Surname623,name623.surname623@outsourcia-group.com,Voluntery,TRUE,2025-06-27,,05.05.02.08,FALSE,name583.surname583@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/783,https://www.vinted.fr/member/7425419,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name624.surname624@vinted.com,959,7032805,SN46305,4656,Name624 Surname624,2024-09-30,2024-10-08,1.10,CSR,Name624,Surname624,name624.surname624@outsourcia-group.com,Involunery,TRUE,2025-07-01,,05.05.02.08,FALSE,name568.surname568@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/959,https://www.vinted.fr/member/7032805,TRUE,,EN_B1,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
FR MA OS,name625.surname625@vinted.com,497,957620,SN51172,8261,Name625 Surname625,2024-09-30,2024-10-08,1.10,CSR,Name625,Surname625,name625.surname625@outsourcia-group.com,,FALSE,,,05.05.02.08,FALSE,name592.surname592@vinted.com,B_Specialisation,C_Specialisation,,,,,FR,2024-12-03,https://desk.vinted.net/agents/497,https://www.vinted.fr/member/957620,TRUE,,EN_B2,FALSE,FALSE,,FR,MA,OS,TRUE,FALSE
